Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,Randomise questionnaire elements?,Question Key,Response
4,1640780385851,29/12/2021 12:19:45,1640780385112,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,height,"5'9"" - 5'10"""
5,1640780385851,29/12/2021 12:19:45,1640780385113,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,height-quantised,6
6,1640780385851,29/12/2021 12:19:45,1640780385113,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,weight-unit,metric
7,1640780385851,29/12/2021 12:19:45,1640780385113,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,weight-first,70
8,1640780385851,29/12/2021 12:19:45,1640780385114,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,weight-second,
9,1640780385851,29/12/2021 12:19:45,1640780385114,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,age_in_years ,20
10,1640780385851,29/12/2021 12:19:45,1640780385114,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,education ,"""A"" or ""AS"" Level"
11,1640780385851,29/12/2021 12:19:45,1640780385115,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,education -quantised,4
12,1640780385851,29/12/2021 12:19:45,1640780385115,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,education -text,
13,1640780385851,29/12/2021 12:19:45,1640780385116,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,Handedness,Right
14,1640780385851,29/12/2021 12:19:45,1640780385116,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,Handedness-quantised,2
15,1640780385851,29/12/2021 12:19:45,1640780385117,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_motor-1,No
16,1640780385851,29/12/2021 12:19:45,1640780385117,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_motor-text,
17,1640780385851,29/12/2021 12:19:45,1640780385118,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_vision-1,No
18,1640780385851,29/12/2021 12:19:45,1640780385118,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_vision-text,
19,1640780385851,29/12/2021 12:19:45,1640780385119,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,cataract_predictors-1,No
20,1640780385851,29/12/2021 12:19:45,1640780385119,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer,No
21,1640780385851,29/12/2021 12:19:45,1640780385119,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer-quantised,2
22,1640780385851,29/12/2021 12:19:45,1640780385120,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer_completing_onbehalf,No
23,1640780385940,29/12/2021 12:19:45,1640780385120,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer_completing_onbehalf-quantised,2
24,1640780385940,29/12/2021 12:19:45,1640780385121,0,29/12/2021 12:19:45,62188,20,questionnaire-e2l7,,18235299,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,END QUESTIONNAIRE,123660
1,1641138543058,02/01/2022 15:49:03,1641138542538,0,02/01/2022 15:49:02,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x722,,Demographics,2,178,No,BEGIN QUESTIONNAIRE,
2,1641138625230,02/01/2022 15:50:25,1641138624769,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,sex,Female
3,1641138625309,02/01/2022 15:50:25,1641138624774,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,sex-quantised,1
4,1641138625309,02/01/2022 15:50:25,1641138624775,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,height,"5'9"" - 5'10"""
5,1641138625309,02/01/2022 15:50:25,1641138624775,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,height-quantised,6
6,1641138625309,02/01/2022 15:50:25,1641138624775,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,weight-unit,metric
7,1641138625309,02/01/2022 15:50:25,1641138624775,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,weight-first,65
8,1641138625309,02/01/2022 15:50:25,1641138624776,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,weight-second,
9,1641138625309,02/01/2022 15:50:25,1641138624776,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,age_in_years ,23
10,1641138625309,02/01/2022 15:50:25,1641138624777,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,education ,Undergraduate degree
11,1641138625309,02/01/2022 15:50:25,1641138624777,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,education -quantised,6
12,1641138625309,02/01/2022 15:50:25,1641138624778,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,education -text,
13,1641138625309,02/01/2022 15:50:25,1641138624778,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,Handedness,Right
14,1641138625309,02/01/2022 15:50:25,1641138624779,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,Handedness-quantised,2
15,1641138625309,02/01/2022 15:50:25,1641138624779,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_motor-1,No
16,1641138625309,02/01/2022 15:50:25,1641138624780,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_motor-text,
17,1641138625309,02/01/2022 15:50:25,1641138624780,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_vision-1,No
18,1641138625309,02/01/2022 15:50:25,1641138624780,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,medical_condition_vision-text,
19,1641138625309,02/01/2022 15:50:25,1641138624781,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,cataract_predictors-1,No
20,1641138625309,02/01/2022 15:50:25,1641138624781,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer,No
21,1641138625309,02/01/2022 15:50:25,1641138624782,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer-quantised,2
22,1641138625309,02/01/2022 15:50:25,1641138624782,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer_completing_onbehalf,No
23,1641138625356,02/01/2022 15:50:25,1641138624782,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,carer_completing_onbehalf-quantised,2
24,1641138625356,02/01/2022 15:50:25,1641138624783,0,02/01/2022 15:50:24,62188,20,questionnaire-e2l7,,18260745,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Demographics,2,178,No,END QUESTIONNAIRE,82246
1,1641335009298,04/01/2022 22:23:29,1641335009203,0,04/01/2022 22:23:29,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,BEGIN QUESTIONNAIRE,
2,1641335062464,04/01/2022 22:24:22,1641335062407,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,sex,Female
3,1641335062558,04/01/2022 22:24:22,1641335062410,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,sex-quantised,1
4,1641335062558,04/01/2022 22:24:22,1641335062410,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,height,"5'9"" - 5'10"""
5,1641335062558,04/01/2022 22:24:22,1641335062410,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,height-quantised,6
6,1641335062558,04/01/2022 22:24:22,1641335062410,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,weight-unit,metric
7,1641335062558,04/01/2022 22:24:22,1641335062410,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,weight-first,80
8,1641335062558,04/01/2022 22:24:22,1641335062410,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,weight-second,
9,1641335062558,04/01/2022 22:24:22,1641335062410,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,age_in_years ,21
10,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,education ,Undergraduate degree
11,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,education -quantised,6
12,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,education -text,
13,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,Handedness,Right
14,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,Handedness-quantised,2
15,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,medical_condition_motor-1,No
16,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,medical_condition_motor-text,
17,1641335062558,04/01/2022 22:24:22,1641335062411,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,medical_condition_vision-1,No
18,1641335062558,04/01/2022 22:24:22,1641335062412,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,medical_condition_vision-text,
19,1641335062558,04/01/2022 22:24:22,1641335062412,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,cataract_predictors-1,No
20,1641335062558,04/01/2022 22:24:22,1641335062412,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,carer,No
21,1641335062558,04/01/2022 22:24:22,1641335062412,0,04/01/2022 22:24:22,62188,20,questionnaire-e2l7,,18291874,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Demographics,2,178,No,carer-quantised,2
